"","Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","HPMR.Ligand","HPMR.Receptor","PMID.Manual","Pair.Source","Pair.Evidence","mode"
"2074","RELN_ITGB1","RELN","reelin","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","HPMR","","","","","RELN","ITGB1","","known","literature supported","Matrix glycoproteins"
"2075","RELN_LRP8","RELN","reelin","LRP8","low density lipoprotein receptor-related protein 8, apolipoprotein e receptor","","HPMR","","HPRD","STRING.binding","STRING.experiment","RELN","LRP8","","known","literature supported","Matrix glycoproteins"
"2076","RELN_VLDLR","RELN","reelin","VLDLR","very low density lipoprotein receptor","","HPMR","","HPRD","STRING.binding","STRING.experiment","RELN","VLDLR","","known","literature supported","Matrix glycoproteins"
"2077","REN_ASIC3","REN","renin","ASIC3","acid-sensing (proton-gated) ion channel 3","","","","","STRING.binding","","REN","","","novel","putative","UNCAT"
"2078","REN_ATP6AP2","REN","renin","ATP6AP2","ATPase, H+ transporting, lysosomal accessory protein 2","","HPMR","","HPRD","STRING.binding","","REN","ATP6AP2","","known","literature supported","UNCAT"
"2079","RGMA_BMPR1B","RGMA","repulsive guidance molecule family member a","BMPR1B","bone morphogenetic protein receptor, type IB","","","","","STRING.binding","","RGMA","BMPR1B","","novel","putative","BMP"
"2080","RGMA_BMPR2","RGMA","repulsive guidance molecule family member a","BMPR2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","","","","","STRING.binding","","RGMA","BMPR2","","novel","putative","BMP"
"2081","RGMA_HFE2","RGMA","repulsive guidance molecule family member a","HFE2","hemochromatosis type 2 (juvenile)","","","","","STRING.binding","","RGMA","","","novel","putative","BMP"
"2082","RGMA_NEO1","RGMA","repulsive guidance molecule family member a","NEO1","neogenin 1","","HPMR","","","STRING.binding","","RGMA","NEO1","","known","literature supported","BMP"
"2083","RGMB_BMPR1B","RGMB","repulsive guidance molecule family member b","BMPR1B","bone morphogenetic protein receptor, type IB","","","","","STRING.binding","","RGMB","BMPR1B","","novel","putative","BMP"
"2084","RGMB_BMPR2","RGMB","repulsive guidance molecule family member b","BMPR2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","","","","","STRING.binding","","RGMB","BMPR2","","novel","putative","BMP"
"2085","RGMB_HFE2","RGMB","repulsive guidance molecule family member b","HFE2","hemochromatosis type 2 (juvenile)","","","","","STRING.binding","","RGMB","","","novel","putative","UNCAT"
"2086","RGMB_NEO1","RGMB","repulsive guidance molecule family member b","NEO1","neogenin 1","","","","","STRING.binding","","RGMB","NEO1","19944164","novel","literature supported","UNCAT"
"2087","RIMS1_CACNA1C","RIMS1","regulating synaptic membrane exocytosis 1","CACNA1C","calcium channel, voltage-dependent, L type, alpha 1C subunit","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"2088","RIMS1_SLC17A7","RIMS1","regulating synaptic membrane exocytosis 1","SLC17A7","solute carrier family 17 (vesicular glutamate transporter), member 7","","","","","STRING.binding","","","","","novel","putative","UNCAT"
"2089","RIMS1_SLC18A2","RIMS1","regulating synaptic membrane exocytosis 1","SLC18A2","solute carrier family 18 (vesicular monoamine transporter), member 2","","","","","STRING.binding","","","","","novel","putative","UNCAT"
"2090","RIMS1_SLC18A3","RIMS1","regulating synaptic membrane exocytosis 1","SLC18A3","solute carrier family 18 (vesicular acetylcholine transporter), member 3","","","","","STRING.binding","","","","","novel","putative","UNCAT"
"2091","RIMS2_ABCA1","RIMS2","regulating synaptic membrane exocytosis 2","ABCA1","ATP-binding cassette, sub-family A (ABC1), member 1","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"2092","RLN1_RXFP1","RLN1","relaxin 1","RXFP1","relaxin/insulin-like family peptide receptor 1","","HPMR","IUPHAR","HPRD","","","RLN1","RXFP1","","known","literature supported","UNCAT"
"2093","RLN1_RXFP2","RLN1","relaxin 1","RXFP2","relaxin/insulin-like family peptide receptor 2","","HPMR","IUPHAR","","","","RLN1","RXFP2","","known","literature supported","UNCAT"
"2094","RLN2_RXFP1","RLN2","relaxin 2","RXFP1","relaxin/insulin-like family peptide receptor 1","","HPMR","IUPHAR","HPRD","","","RLN2","RXFP1","","known","literature supported","UNCAT"
"2095","RLN2_RXFP2","RLN2","relaxin 2","RXFP2","relaxin/insulin-like family peptide receptor 2","","HPMR","IUPHAR","HPRD","","","RLN2","RXFP2","","known","literature supported","UNCAT"
"2096","RLN3_RXFP1","RLN3","relaxin 3","RXFP1","relaxin/insulin-like family peptide receptor 1","","HPMR","IUPHAR","HPRD","","","RLN3","RXFP1","","known","literature supported","UNCAT"
"2097","RLN3_RXFP2","RLN3","relaxin 3","RXFP2","relaxin/insulin-like family peptide receptor 2","","","IUPHAR","","","","RLN3","RXFP2","","known","literature supported","UNCAT"
"2098","RLN3_RXFP3","RLN3","relaxin 3","RXFP3","relaxin/insulin-like family peptide receptor 3","","HPMR","IUPHAR","","","","RLN3","RXFP3","","known","literature supported","UNCAT"
"2099","RLN3_RXFP4","RLN3","relaxin 3","RXFP4","relaxin/insulin-like family peptide receptor 4","","HPMR","IUPHAR","HPRD","","","RLN3","RXFP4","","known","literature supported","UNCAT"
"2100","RNASE2_TLR2","RNASE2","ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)","TLR2","toll-like receptor 2","","","","","","","","","18195069","novel","literature supported","TLR"
"2101","RPH3A_NRXN1","RPH3A","rabphilin 3A homolog (mouse)","NRXN1","neurexin 1","","","","HPRD","","","","NRXN1","","novel","literature supported","UNCAT"
"2102","RPS19_C5AR1","RPS19","ribosomal protein S19","C5AR1","complement component 5a receptor 1","","","IUPHAR","HPRD","","","","C5AR1","","known","literature supported","Complement"
"2103","RSPO1_FZD8","RSPO1","R-spondin 1","FZD8","frizzled class receptor 8","","","","","STRING.binding","","RSPO1","FZD8","","novel","putative","WNT"
"2104","RSPO1_LGR4","RSPO1","R-spondin 1","LGR4","leucine-rich repeat containing G protein-coupled receptor 4","","HPMR","IUPHAR","","","","RSPO1","LGR4","","known","literature supported","WNT"
"2105","RSPO1_LGR5","RSPO1","R-spondin 1","LGR5","leucine-rich repeat containing G protein-coupled receptor 5","","HPMR","IUPHAR","","","","RSPO1","LGR5","","known","literature supported","WNT"
"2106","RSPO1_LGR6","RSPO1","R-spondin 1","LGR6","leucine-rich repeat containing G protein-coupled receptor 6","","","IUPHAR","","","","RSPO1","LGR6","","known","literature supported","WNT"
"2107","RSPO1_LRP6","RSPO1","R-spondin 1","LRP6","low density lipoprotein receptor-related protein 6","","HPMR","","","STRING.binding","","RSPO1","LRP6","","known","literature supported","WNT"
"2108","RSPO1_ZNRF3","RSPO1","R-spondin 1","ZNRF3","zinc and ring finger 3","","","","","","","","","24349440","novel","literature supported","WNT"
"2109","RSPO2_LGR4","RSPO2","R-spondin 2","LGR4","leucine-rich repeat containing G protein-coupled receptor 4","","HPMR","IUPHAR","","","","RSPO2","LGR4","","known","literature supported","WNT"
"2110","RSPO2_LGR5","RSPO2","R-spondin 2","LGR5","leucine-rich repeat containing G protein-coupled receptor 5","","HPMR","IUPHAR","","","","RSPO2","LGR5","","known","literature supported","WNT"
"2111","RSPO2_LGR6","RSPO2","R-spondin 2","LGR6","leucine-rich repeat containing G protein-coupled receptor 6","","","IUPHAR","","","","RSPO2","LGR6","","known","literature supported","WNT"
"2112","RSPO3_FZD8","RSPO3","R-spondin 3","FZD8","frizzled class receptor 8","","","","","STRING.binding","","RSPO3","FZD8","16543246","novel","literature supported","WNT"
"2113","RSPO3_LGR4","RSPO3","R-spondin 3","LGR4","leucine-rich repeat containing G protein-coupled receptor 4","","HPMR","IUPHAR","","","","RSPO3","LGR4","","known","literature supported","WNT"
"2114","RSPO3_LGR5","RSPO3","R-spondin 3","LGR5","leucine-rich repeat containing G protein-coupled receptor 5","","HPMR","IUPHAR","","","","RSPO3","LGR5","","known","literature supported","WNT"
"2115","RSPO3_LGR6","RSPO3","R-spondin 3","LGR6","leucine-rich repeat containing G protein-coupled receptor 6","","","IUPHAR","","","","RSPO3","LGR6","","known","literature supported","WNT"
"2116","RSPO3_LRP6","RSPO3","R-spondin 3","LRP6","low density lipoprotein receptor-related protein 6","","","","","","","","","16543246","novel","literature supported","WNT"
"2117","RSPO3_SDC4","RSPO3","R-spondin 3","SDC4","syndecan 4","","","","","STRING.binding","","RSPO3","SDC4","21397842","novel","literature supported","WNT"
"2118","RSPO4_LGR4","RSPO4","R-spondin 4","LGR4","leucine-rich repeat containing G protein-coupled receptor 4","","HPMR","IUPHAR","","","","RSPO4","LGR4","","known","literature supported","WNT"
"2119","RSPO4_LGR5","RSPO4","R-spondin 4","LGR5","leucine-rich repeat containing G protein-coupled receptor 5","","HPMR","IUPHAR","","","","RSPO4","LGR5","","known","literature supported","WNT"
"2120","RSPO4_LGR6","RSPO4","R-spondin 4","LGR6","leucine-rich repeat containing G protein-coupled receptor 6","","","IUPHAR","","","","RSPO4","LGR6","","known","literature supported","WNT"
"2121","RTN4_CNTNAP1","RTN4","reticulon 4","CNTNAP1","contactin associated protein 1","","","","HPRD","","","RTN4","CNTNAP1","","novel","literature supported","Intracellular trafficking"
"2122","RTN4_GJB2","RTN4","reticulon 4","GJB2","gap junction protein, beta 2, 26kDa","","","","","STRING.binding","","RTN4","","","novel","putative","Intracellular trafficking"
"2123","RTN4_LINGO1","RTN4","reticulon 4","LINGO1","leucine rich repeat and Ig domain containing 1","","HPMR","","","","","RTN4","LRRN6A","","known","literature supported","Intracellular trafficking"
"2124","RTN4_NGFR","RTN4","reticulon 4","NGFR","nerve growth factor receptor","","","","","STRING.binding","","RTN4","NGFR","","novel","putative","Intracellular trafficking"
"2125","RTN4_RTN4R","RTN4","reticulon 4","RTN4R","reticulon 4 receptor","","HPMR","","HPRD","STRING.binding","","RTN4","RTN4R","","known","literature supported","Intracellular trafficking"
"2126","RTN4_RTN4RL1","RTN4","reticulon 4","RTN4RL1","reticulon 4 receptor-like 1","","","","","STRING.binding","","RTN4","","","novel","putative","Intracellular trafficking"
"2127","RTN4_TNFRSF19","RTN4","reticulon 4","TNFRSF19","tumor necrosis factor receptor superfamily, member 19","","HPMR","","","","","RTN4","TNFRSF19","","known","literature supported","Intracellular trafficking"
"2128","S100A8_TLR4","S100A8","S100 calcium binding protein A8","TLR4","toll-like receptor 4","","","","","","","","","17767165","novel","literature supported","TLR"
"2129","S100A9_TLR4","S100A9","S100 calcium binding protein A9","TLR4","toll-like receptor 4","","","","","","","","","17767165","novel","literature supported","TLR"
"2130","SAA1_FPR1","SAA1","serum amyloid A1","FPR1","formyl peptide receptor 1","","","","HPRD","","","","FPR1","","novel","literature supported","Chemotaxis"
"2131","SAA1_FPR2","SAA1","serum amyloid A1","FPR2","formyl peptide receptor 2","","","IUPHAR","","","","","FPRL1","","known","literature supported","Chemotaxis"
"2132","SAA1_SCARB1","SAA1","serum amyloid A1","SCARB1","scavenger receptor class B, member 1","","","","","STRING.binding","","","SCARB1","","novel","putative","Intracellular trafficking"
"2133","SCGB1A1_LMBR1L","SCGB1A1","secretoglobin, family 1A, member 1 (uteroglobin)","LMBR1L","limb development membrane protein 1-like","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"2134","SCGB1A1_LRP2","SCGB1A1","secretoglobin, family 1A, member 1 (uteroglobin)","LRP2","low density lipoprotein receptor-related protein 2","","","","HPRD","","","","LRP2","","novel","literature supported","UNCAT"
"2135","SCGB3A1_MARCO","SCGB3A1","secretoglobin, family 3A, member 1","MARCO","macrophage receptor with collagenous structure","","","","HPRD","","","SCGB3A1","","","novel","literature supported","UNCAT"
"2136","SCGB3A2_MARCO","SCGB3A2","secretoglobin, family 3A, member 2","MARCO","macrophage receptor with collagenous structure","","","","HPRD","","","","","","novel","literature supported","UNCAT"
"2137","SCT_SCTR","SCT","secretin","SCTR","secretin receptor","","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","SCT","SCTR","","known","literature supported","UNCAT"
"2138","SCT_VIPR1","SCT","secretin","VIPR1","vasoactive intestinal peptide receptor 1","","","","HPRD","","","SCT","VIPR1","","novel","literature supported","UNCAT"
"2139","SCT_VIPR2","SCT","secretin","VIPR2","vasoactive intestinal peptide receptor 2","","","","","","","","","9437714","novel","literature supported","UNCAT"
"2140","SELPLG_ESAM","SELPLG","selectin P ligand","ESAM","endothelial cell adhesion molecule","","","","","STRING.binding","","SELPLG","","","novel","putative","Cell-cell adhesion"
"2141","SELPLG_ITGAM","SELPLG","selectin P ligand","ITGAM","integrin, alpha M (complement component 3 receptor 3 subunit)","","","","","STRING.binding","","SELPLG","ITGAM","","novel","putative","Cell-cell adhesion"
"2142","SELPLG_ITGB2","SELPLG","selectin P ligand","ITGB2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)","","","","","STRING.binding","","SELPLG","ITGB2","","novel","putative","Cell-cell adhesion"
"2143","SELPLG_SELE","SELPLG","selectin P ligand","SELE","selectin E","","HPMR","","HPRD","STRING.binding","","SELPLG","SELE","","known","literature supported","Cell-cell adhesion"
"2144","SELPLG_SELL","SELPLG","selectin P ligand","SELL","selectin L","","","","HPRD","STRING.binding","","SELPLG","SELL","","novel","literature supported","Cell-cell adhesion"
"2145","SELPLG_SELP","SELPLG","selectin P ligand","SELP","selectin P (granule membrane protein 140kDa, antigen CD62)","","HPMR","","HPRD","STRING.binding","STRING.experiment","SELPLG","SELP","","known","literature supported","Cell-cell adhesion"
"2146","SEMA3A_NRP1","SEMA3A","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","NRP1","neuropilin 1","","HPMR","","HPRD","STRING.binding","STRING.experiment","SEMA3A","NRP1","","known","literature supported","Semaphorins"
"2147","SEMA3A_NRP2","SEMA3A","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","NRP2","neuropilin 2","","","","","STRING.binding","","SEMA3A","NRP2","21059704","novel","literature supported","Semaphorins"
"2148","SEMA3A_PLXNA1","SEMA3A","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","PLXNA1","plexin A1","","HPMR","","","STRING.binding","","SEMA3A","PLXNA1","","known","literature supported","Semaphorins"
"2149","SEMA3A_PLXNA2","SEMA3A","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","PLXNA2","plexin A2","","HPMR","","","STRING.binding","","SEMA3A","PLXNA2","","known","literature supported","Semaphorins"
"2150","SEMA3A_PLXNA3","SEMA3A","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","PLXNA3","plexin A3","","","","","STRING.binding","","SEMA3A","PLXNA3","","novel","putative","Semaphorins"
"2151","SEMA3A_PLXNA4","SEMA3A","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A","PLXNA4","plexin A4","","HPMR","","","STRING.binding","","SEMA3A","PLXNA4","","known","literature supported","Semaphorins"
"2152","SEMA3B_NRP1","SEMA3B","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B","NRP1","neuropilin 1","","HPMR","","HPRD","","","SEMA3B","NRP1","","known","literature supported","Semaphorins"
"2153","SEMA3B_NRP2","SEMA3B","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B","NRP2","neuropilin 2","","","","HPRD","","","SEMA3B","NRP2","","novel","literature supported","Semaphorins"
"2154","SEMA3C_NRP1","SEMA3C","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C","NRP1","neuropilin 1","","","","HPRD","STRING.binding","","SEMA3C","NRP1","","novel","literature supported","Semaphorins"
"2155","SEMA3C_NRP2","SEMA3C","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C","NRP2","neuropilin 2","","HPMR","","HPRD","STRING.binding","","SEMA3C","NRP2","","known","literature supported","Semaphorins"
"2156","SEMA3C_PLXND1","SEMA3C","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C","PLXND1","plexin D1","","","","","STRING.binding","","SEMA3C","PLXND1","15239958","novel","literature supported","Semaphorins"
"2157","SEMA3D_NRP1","SEMA3D","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D","NRP1","neuropilin 1","","","","","","","","","15456815","novel","literature supported","Semaphorins"
"2158","SEMA3E_NRP1","SEMA3E","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E","NRP1","neuropilin 1","","","","","STRING.binding","","SEMA3E","NRP1","","novel","putative","Semaphorins"
"2159","SEMA3E_PLXND1","SEMA3E","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E","PLXND1","plexin D1","","HPMR","","","STRING.binding","","SEMA3E","PLXND1","","known","literature supported","Semaphorins"
"2160","SEMA3F_NRP1","SEMA3F","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","NRP1","neuropilin 1","","","","HPRD","","","SEMA3F","NRP1","","novel","literature supported","Semaphorins"
"2161","SEMA3F_NRP2","SEMA3F","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","NRP2","neuropilin 2","","HPMR","","HPRD","STRING.binding","","SEMA3F","NRP2","","known","literature supported","Semaphorins"
"2162","SEMA3F_PLXNA1","SEMA3F","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","PLXNA1","plexin A1","","","","","STRING.binding","","SEMA3F","PLXNA1","","novel","putative","Semaphorins"
"2163","SEMA3F_PLXNA3","SEMA3F","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F","PLXNA3","plexin A3","","HPMR","","","","","SEMA3F","PLXNA3","","known","literature supported","Semaphorins"
"2164","SEMA3G_NRP2","SEMA3G","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G","NRP2","neuropilin 2","","","","","STRING.binding","","","NRP2","19887479","novel","literature supported","Semaphorins"
"2165","SEMA4A_PLXND1","SEMA4A","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A","PLXND1","plexin D1","","","","HPRD","STRING.binding","","SEMA4A","PLXND1","","novel","literature supported","Semaphorins"
"2166","SEMA4B_DCBLD2","SEMA4B","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B","DCBLD2","discoidin, CUB and LCCL domain containing 2","","","","","","","","","17213806","novel","literature supported","Semaphorins"
"2167","SEMA4C_PLXNB2","SEMA4C","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C","PLXNB2","plexin B2","","","","","","","","","21122816","novel","literature supported","Semaphorins"
"2168","SEMA4D_CD72","SEMA4D","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","CD72","CD72 molecule","","","","HPRD","STRING.binding","STRING.experiment","SEMA4D","","","novel","literature supported","Semaphorins"
"2169","SEMA4D_ERBB2","SEMA4D","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","ERBB2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","","","","","STRING.binding","","SEMA4D","ERBB2","15210733","novel","literature supported","Semaphorins"
"2170","SEMA4D_MET","SEMA4D","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","MET","met proto-oncogene","","HPMR","","","STRING.binding","","SEMA4D","MET","","known","literature supported","MET"
"2171","SEMA4D_PLXNB1","SEMA4D","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","PLXNB1","plexin B1","","HPMR","","HPRD","STRING.binding","STRING.experiment","SEMA4D","PLXNB1","","known","literature supported","Semaphorins"
"2172","SEMA4D_PLXNB2","SEMA4D","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D","PLXNB2","plexin B2","","HPMR","","","","","SEMA4D","PLXNB2","","known","literature supported","Semaphorins"
"2173","SEMA4F_NRP2","SEMA4F","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4F","NRP2","neuropilin 2","","","","HPRD","","","SEMA4F","NRP2","","novel","literature supported","Semaphorins"
"2174","SEMA4G_PLXNB2","SEMA4G","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G","PLXNB2","plexin B2","","","","","","","","","21122816","novel","literature supported","Semaphorins"
"2175","SEMA5A_MET","SEMA5A","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A","MET","met proto-oncogene","","HPMR","","","","","SEMA5A","MET","","known","literature supported","MET"
"2176","SEMA5A_PLXNB3","SEMA5A","sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A","PLXNB3","plexin B3","","HPMR","","","STRING.binding","","SEMA5A","PLXNB3","","known","literature supported","Semaphorins"
"2177","SEMA6A_PLXNA2","SEMA6A","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A","PLXNA2","plexin A2","","","","","STRING.binding","","SEMA6A","PLXNA2","18327254","novel","literature supported","Semaphorins"
"2178","SEMA6A_PLXNA4","SEMA6A","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A","PLXNA4","plexin A4","","","","","STRING.binding","","SEMA6A","PLXNA4","20606624","novel","literature supported","Semaphorins"
"2179","SEMA6D_KDR","SEMA6D","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","KDR","kinase insert domain receptor (a type III receptor tyrosine kinase)","","HPMR","","","","","SEMA6D","KDR","","known","literature supported","Semaphorins"
"2180","SEMA6D_PLXNA1","SEMA6D","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","PLXNA1","plexin A1","","HPMR","","HPRD","STRING.binding","","SEMA6D","PLXNA1","","known","literature supported","Semaphorins"
"2181","SEMA6D_TREM2","SEMA6D","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","TREM2","triggering receptor expressed on myeloid cells 2","","","","","STRING.binding","","SEMA6D","TREM2","16715077","novel","literature supported","Semaphorins"
"2182","SEMA6D_TYROBP","SEMA6D","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D","TYROBP","TYRO protein tyrosine kinase binding protein","","","","","","","","","16715077","novel","literature supported","Semaphorins"
"2183","SEMA7A_ITGA1","SEMA7A","semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)","ITGA1","integrin, alpha 1","","","","","STRING.binding","","SEMA7A","ITGA1","7377534","novel","literature supported","Semaphorins"
"2184","SEMA7A_ITGB1","SEMA7A","semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)","ITGB1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","","","","STRING.binding","","SEMA7A","ITGB1","7377534","novel","literature supported","Semaphorins"
"2185","SEMA7A_PLXNC1","SEMA7A","semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)","PLXNC1","plexin C1","","HPMR","","HPRD","STRING.binding","STRING.experiment","SEMA7A","PLXNC1","","known","literature supported","Semaphorins"
"2186","SERPINA1_LRP1","SERPINA1","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1","LRP1","low density lipoprotein receptor-related protein 1","","HPMR","","HPRD","","","SERPINA1","LRP1","","known","literature supported","Protease inhibition"
"2187","SERPINA7_SLC16A2","SERPINA7","serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7","SLC16A2","solute carrier family 16, member 2 (thyroid hormone transporter)","","","","HPRD","","","","","","novel","literature supported","Protease inhibition"
"2188","SERPINC1_GPC1","SERPINC1","serpin peptidase inhibitor, clade C (antithrombin), member 1","GPC1","glypican 1","","","","","STRING.binding","","SERPINC1","GPC1","","novel","putative","Protease inhibition"
"2189","SERPINC1_LRP1","SERPINC1","serpin peptidase inhibitor, clade C (antithrombin), member 1","LRP1","low density lipoprotein receptor-related protein 1","","HPMR","","","","","SERPINC1","LRP1","","known","literature supported","Protease inhibition"
"2190","SERPINC1_SDC2","SERPINC1","serpin peptidase inhibitor, clade C (antithrombin), member 1","SDC2","syndecan 2","","","","HPRD","","","SERPINC1","SDC2","","novel","literature supported","Protease inhibition"
"2191","SERPINE1_ITGAV","SERPINE1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","ITGAV","integrin, alpha V","","","","","STRING.binding","","SERPINE1","ITGAV","","novel","putative","Protease inhibition"
"2192","SERPINE1_ITGB5","SERPINE1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","ITGB5","integrin, beta 5","","","","","STRING.binding","","SERPINE1","ITGB5","","novel","putative","Protease inhibition"
"2193","SERPINE1_LRP1","SERPINE1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","LRP1","low density lipoprotein receptor-related protein 1","","HPMR","","HPRD","","","SERPINE1","LRP1","","known","literature supported","Protease inhibition"
"2194","SERPINE1_LRP2","SERPINE1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","LRP2","low density lipoprotein receptor-related protein 2","","","","HPRD","","","SERPINE1","LRP2","","novel","literature supported","Protease inhibition"
"2195","SERPINE1_PLAUR","SERPINE1","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1","PLAUR","plasminogen activator, urokinase receptor","","","","","STRING.binding","","SERPINE1","PLAUR","","novel","putative","Protease inhibition"
"2196","SERPINE2_LRP1","SERPINE2","serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2","LRP1","low density lipoprotein receptor-related protein 1","","HPMR","","","","","SERPINE2","LRP1","","known","literature supported","Protease inhibition"
"2197","SERPING1_LRP1","SERPING1","serpin peptidase inhibitor, clade G (C1 inhibitor), member 1","LRP1","low density lipoprotein receptor-related protein 1","","HPMR","","","","","SERPING1","LRP1","","known","literature supported","Protease inhibition"
"2198","SERPING1_SELE","SERPING1","serpin peptidase inhibitor, clade G (C1 inhibitor), member 1","SELE","selectin E","","","","HPRD","","","SERPING1","SELE","","novel","literature supported","Protease inhibition"
"2199","SERPING1_SELP","SERPING1","serpin peptidase inhibitor, clade G (C1 inhibitor), member 1","SELP","selectin P (granule membrane protein 140kDa, antigen CD62)","","","","HPRD","","","SERPING1","SELP","","novel","literature supported","Protease inhibition"
"2200","SFRP1_FZD2","SFRP1","secreted frizzled-related protein 1","FZD2","frizzled class receptor 2","","","","","STRING.binding","","","FZD2","6172602","novel","literature supported","UNCAT"
"2201","SFRP1_FZD6","SFRP1","secreted frizzled-related protein 1","FZD6","frizzled class receptor 6","","","","HPRD","","","","FZD6","","novel","literature supported","UNCAT"
"2202","SFTPA1_TLR2","SFTPA1","surfactant protein A1","TLR2","toll-like receptor 2","","","","HPRD","","","SFTPA1","TLR2","","novel","literature supported","TLR"
"2203","SFTPA2_CD93","SFTPA2","surfactant protein A2","CD93","CD93 molecule","","","","HPRD","","","","CD93","","novel","literature supported","UNCAT"
"2204","SFTPD_LY96","SFTPD","surfactant protein D","LY96","lymphocyte antigen 96","","","","","STRING.binding","","","LY96","","novel","putative","UNCAT"
"2205","SFTPD_TLR4","SFTPD","surfactant protein D","TLR4","toll-like receptor 4","","","","","STRING.binding","","","TLR4","","novel","putative","TLR"
